"iso3c","country_name","t0","displaced_partner","displaced_partner_name","displaced_partner_region","treated_country_region","rank_CHN_at_t0_minus_1","rank_USA_at_t0_minus_1","displaced_exports_t0_minus_1","china_exports_t0_minus_1","total_exports_t0_minus_1","displaced_export_share_t0_minus_1","china_export_share_t0_minus_1","export_share_margin_over_china_t0_minus_1","pre_window_years_observed","displaced_partner_mean_share_pre5","china_mean_share_pre5","mean_margin_over_china_pre5","top_partner_years_observed_pre5","displaced_partner_top_years_pre5","modal_top_partner_pre5","displaced_partner_modal_top_pre5","hub_entrepot_incumbent","displacement_salience_warning","displaced_us","displaced_g7","displaced_regional_power","displaced_regional_power_same_macroregion","regional_power_list_version","hub_entrepot_list_version","min_year","min_entry_year","source_targets","construction_function","creation_date","creation_timestamp"
"GAB","Gabon",2017,"COG","Congo - Brazzaville","Sub-Saharan Africa","Sub-Saharan Africa",3,14,2332.994037,1443.2042910000002,10442.049609999998,0.22342299875359434,0.1382108249723208,0.08521217378127355,5,0.07364285901679957,0.09267346899382381,-0.019030609977024243,5,1,"JPN",FALSE,FALSE,"weak_pre_entry_persistence",FALSE,FALSE,FALSE,FALSE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"KWT","Kuwait",2018,"KOR","South Korea","East Asia & Pacific","Middle East & North Africa",2,7,9593.795336000003,8943.655055999998,56299.84211901192,0.17040536837953707,0.1588575512715303,0.011547817108006758,5,0.16480420537763743,0.12424177896765344,0.04056242640998399,5,5,"KOR",TRUE,FALSE,"narrow_export_share_margin",FALSE,FALSE,TRUE,FALSE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"VNM","Vietnam",2018,"USA","United States","North America","East Asia & Pacific",2,1,49233.82268899999,41788.52603199998,261323.5206080016,0.18840180391895608,0.15991107855417602,0.028490725364780062,5,0.19385191930827214,0.13062699574371395,0.06322492356455821,5,5,"USA",TRUE,FALSE,"none",TRUE,TRUE,TRUE,FALSE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"GHA","Ghana",2019,"IND","India","South Asia","Sub-Saharan Africa",2,7,3551.501685999999,2456.1184499999995,16126.949474005956,0.2202215423148964,0.15229901066899643,0.06792253164589998,5,0.17531030524587524,0.11804781963921769,0.05726248560665755,5,3,"IND",TRUE,FALSE,"none",FALSE,FALSE,TRUE,FALSE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"GIN","Guinea",2019,"ARE","United Arab Emirates","Middle East & North Africa","Sub-Saharan Africa",2,28,2301.577231,2187.6085429999994,6178.813762001488,0.3724949997933675,0.3540499240247974,0.018445075768570074,5,0.27613884822958845,0.15746909553074742,0.11866975269884104,5,3,"ARE",TRUE,TRUE,"hub_or_entrepot_incumbent",FALSE,FALSE,FALSE,FALSE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"TCD","Chad",2019,"IND","India","South Asia","Sub-Saharan Africa",5,2,510.071012,95.940571,1685.085727,0.30269736656549345,0.0569351276690269,0.24576223889646656,5,0.12209684987796007,0.08136707710636057,0.040729772771599504,5,1,"USA",FALSE,FALSE,"weak_pre_entry_persistence",FALSE,FALSE,TRUE,FALSE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"ARM","Armenia",2020,"RUS","Russia","Europe & Central Asia","Europe & Central Asia",2,13,851.5040329999998,531.2854389999995,3098.6455620014904,0.27479878416619963,0.17145731203178635,0.10334147213441328,5,0.2218080121803362,0.1370879024196567,0.08472010976067948,5,5,"RUS",TRUE,FALSE,"none",FALSE,FALSE,TRUE,TRUE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"UKR","Ukraine",2020,"RUS","Russia","Europe & Central Asia","Europe & Central Asia",2,13,4843.496125,4511.835685999997,57713.529309045116,0.08392306246017267,0.07817639537932196,0.005746667080850712,5,0.11260076036030763,0.06112819180367398,0.051472568556633645,5,5,"RUS",TRUE,FALSE,"narrow_export_share_margin",FALSE,FALSE,TRUE,TRUE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"QAT","Qatar",2021,"JPN","Japan","East Asia & Pacific","Middle East & North Africa",2,13,9170.197737999995,8304.939849000004,55268.18104197616,0.1659218299772745,0.15026620548073413,0.01565562449654037,5,0.17471378316360708,0.10813925843687575,0.06657452472673134,5,3,"JPN",TRUE,FALSE,"narrow_export_share_margin",FALSE,TRUE,TRUE,FALSE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"TLS","Timor-Leste",2021,"MYS","Malaysia","East Asia & Pacific","East Asia & Pacific",10,7,55.220914,1.5356990000000001,198.54195999999996,0.27813220943321004,0.007734883850245059,0.270397325582965,5,0.09159538431694637,0.04928926358498539,0.04230612073196098,5,1,"SGP",FALSE,FALSE,"weak_pre_entry_persistence",FALSE,FALSE,FALSE,FALSE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
"VEN","Venezuela",2021,"IND","India","South Asia","Latin America & Caribbean",2,5,2335.0028630000006,534.070428,5156.6787901096195,0.45281138462191545,0.10356868242876281,0.3492427021931526,5,0.26237372363338335,0.19369842034434995,0.06867530328903342,5,2,"USA",FALSE,FALSE,"weak_pre_entry_persistence",FALSE,FALSE,TRUE,FALSE,"strict_pre_specified_ri_ipe_2026_05_19","observed_hub_entrepot_cases_2026_05_19",1990,2000,"trade_data; unga_data","build_china_top_partner_panel","2026-05-19","2026-05-19 23:14:02 -03"
