iso3c,rcid,year,issue_domain,brazil,post_2009,observation_weight,fwl_residual,ddd_outcome_weight
BWA,5089,2010,Non-human rights,0,1,1,0.0018611511112699868,5.9486011359178835e-5
CAN,5089,2010,Non-human rights,0,1,1,0.0019692717512906945,6.294175741949994e-5
CIV,5089,2010,Non-human rights,0,1,1,0.0018233747396046846,5.82786050070652e-5
COL,5089,2010,Non-human rights,0,1,1,0.001960805314866242,6.267115363549388e-5
COM,5089,2010,Non-human rights,0,1,1,0.0019525574002415963,6.24075342334581e-5
CPV,5089,2010,Non-human rights,0,1,1,0.001985294876359946,6.345388767808417e-5
CRI,5089,2010,Non-human rights,0,1,1,0.0019652375511787787,6.281281653327664e-5
CYP,5089,2010,Non-human rights,0,1,1,0.001975003117994316,6.312494305271948e-5
CZE,5089,2010,Non-human rights,0,1,1,0.001975003117994316,6.312494305271948e-5
DEU,5089,2010,Non-human rights,0,1,1,0.001975003117994316,6.312494305271948e-5
DNK,5089,2010,Non-human rights,0,1,1,0.0019692717512906945,6.294175741949994e-5
DOM,5089,2010,Non-human rights,0,1,1,0.0019812010781094453,6.332304191937235e-5
DZA,5089,2010,Non-human rights,0,1,1,0.001971776140837876,6.302180258302767e-5
ECU,5089,2010,Non-human rights,0,1,1,0.0019667273870361225,6.286043458653229e-5
EGY,5089,2010,Non-human rights,0,1,1,0.001975003117994316,6.312494305271948e-5
ESP,5089,2010,Non-human rights,0,1,1,0.0019793053664469737,6.326245128554114e-5
EST,5089,2010,Non-human rights,0,1,1,0.0019782334182738242,6.322818973589141e-5
FIN,5089,2010,Non-human rights,0,1,1,0.001975003117994316,6.312494305271948e-5
FJI,5089,2010,Non-human rights,0,1,1,0.0019069290001298108,6.0949161771966396e-5
FRA,5089,2010,Non-human rights,0,1,1,0.001975003117994316,6.312494305271948e-5
GAB,5089,2010,Non-human rights,0,1,1,0.0020250555586504623,6.47247164592939e-5
GBR,5089,2010,Non-human rights,0,1,1,0.0019822474670731817,6.335648654695043e-5
GEO,5089,2010,Non-human rights,0,1,1,0.0019635361920160707,6.275843778355233e-5
GHA,5089,2010,Non-human rights,0,1,1,0.001905745493640324,6.0911334601431476e-5
GIN,5089,2010,Non-human rights,0,1,1,0.0019515097371053747,6.237404888084784e-5
GRC,5089,2010,Non-human rights,0,1,1,0.001975776405480561,6.314965882561514e-5
GTM,5089,2010,Non-human rights,0,1,1,0.001967638752537116,6.288956360148232e-5
GUY,5089,2010,Non-human rights,0,1,1,0.001966664920241678,6.285843802622002e-5
HRV,5089,2010,Non-human rights,0,1,1,0.001968537101738425,6.291827659016444e-5
HTI,5089,2010,Non-human rights,0,1,1,0.0019467276257627004,6.2221203296237e-5
HUN,5089,2010,Non-human rights,0,1,1,0.0019779320367470364,6.321855699579987e-5
IND,5089,2010,Non-human rights,0,1,1,0.001975214526392244,6.313170007652288e-5
IRL,5089,2010,Non-human rights,0,1,1,0.001975003117994316,6.312494305271948e-5
ISL,5089,2010,Non-human rights,0,1,1,0.0019692717512906945,6.294175741949994e-5
ISR,5089,2010,Non-human rights,0,1,1,0.001967240340869,6.287682958925105e-5
ITA,5089,2010,Non-human rights,0,1,1,0.0019732782449726283,6.306981275430365e-5
JAM,5089,2010,Non-human rights,0,1,1,0.001971952206811496,6.302742999417302e-5
JOR,5089,2010,Non-human rights,0,1,1,0.0019790342149968504,6.325378475752822e-5
KEN,5089,2010,Non-human rights,0,1,1,0.0019267400789915443,6.158236240520381e-5
KWT,5089,2010,Non-human rights,0,1,1,0.001952392126657026,6.240225176806903e-5
LBN,5089,2010,Non-human rights,0,1,1,0.00193304864237604,6.178399636758215e-5
LBY,5089,2010,Non-human rights,0,1,1,0.001987443624300387,6.352256584377373e-5
LKA,5089,2010,Non-human rights,0,1,1,0.001986940195116477,6.350647526737116e-5
LTU,5089,2010,Non-human rights,0,1,1,0.001975003117994316,6.312494305271948e-5
LVA,5089,2010,Non-human rights,0,1,1,0.001973633083186004,6.308115407412649e-5
MAR,5089,2010,Non-human rights,0,1,1,0.0019658833462687783,6.283345740108517e-5
MDA,5089,2010,Non-human rights,0,1,1,0.0019433643465696362,6.211370634820777e-5
MDG,5089,2010,Non-human rights,0,1,1,0.0018738211246936774,5.9890969644338344e-5
MDV,5089,2010,Non-human rights,0,1,1,0.0019827010727659997,6.337098466762004e-5
MEX,5089,2010,Non-human rights,0,1,1,0.0019676140454572884,6.288877391513049e-5
MUS,5089,2010,Non-human rights,0,1,1,0.0019811066082330415,6.332002247828193e-5
MWI,5089,2010,Non-human rights,0,1,1,0.001976242320234578,6.31645503678344e-5
NAM,5089,2010,Non-human rights,0,1,1,0.0020557892936496347,6.570702643842462e-5
NGA,5089,2010,Non-human rights,0,1,1,0.001954123876416551,6.245760186040842e-5
NIC,5089,2010,Non-human rights,0,1,1,0.0019350944203259854,6.184938341199348e-5
NLD,5089,2010,Non-human rights,0,1,1,0.0019692717512906945,6.294175741949994e-5
NOR,5089,2010,Non-human rights,0,1,1,0.001970706410232156,6.298761191114843e-5
PAK,5089,2010,Non-human rights,0,1,1,0.0019707251685642238,6.298821146394548e-5
PAN,5089,2010,Non-human rights,0,1,1,0.0019512308641443966,6.236513555832176e-5
PNG,5089,2010,Non-human rights,0,1,1,0.001931763465318089,6.174291960782584e-5
POL,5089,2010,Non-human rights,0,1,1,0.0019723305463840504,6.30395224631694e-5
PRT,5089,2010,Non-human rights,0,1,1,0.001975003117994316,6.312494305271948e-5
PRY,5089,2010,Non-human rights,0,1,1,0.0019708027363811954,6.299069068232465e-5
QAT,5089,2010,Non-human rights,0,1,1,0.0019725352607784003,6.304606553359176e-5
ROU,5089,2010,Non-human rights,0,1,1,0.0019813596796333533,6.332811113271868e-5
SEN,5089,2010,Non-human rights,0,1,1,0.0019680819028604158,6.290372754819574e-5
SGP,5089,2010,Non-human rights,0,1,1,0.001975003117994316,6.312494305271948e-5
SLV,5089,2010,Non-human rights,0,1,1,0.0019506142380425488,6.234542698813808e-5
SVK,5089,2010,Non-human rights,0,1,1,0.0019697570515184873,6.295726855918563e-5
SVN,5089,2010,Non-human rights,0,1,1,0.0019692717512906945,6.294175741949994e-5
SWE,5089,2010,Non-human rights,0,1,1,0.001978198579056113,6.322707620669544e-5
SWZ,5089,2010,Non-human rights,0,1,1,0.002037450219111803,6.512087392793349e-5
TGO,5089,2010,Non-human rights,0,1,1,0.0019117687353833064,6.110384912890455e-5
TTO,5089,2010,Non-human rights,0,1,1,0.0019708110788540156,6.299095732399062e-5
TUN,5089,2010,Non-human rights,0,1,1,0.001989778302262348,6.359718669477517e-5
TUR,5089,2010,Non-human rights,0,1,1,0.0019512299501880067,6.236510634649696e-5
UGA,5089,2010,Non-human rights,0,1,1,0.001931490898059814,6.17342078278292e-5
UKR,5089,2010,Non-human rights,0,1,1,0.001988183698130918,6.354622004359823e-5
VEN,5089,2010,Non-human rights,0,1,1,0.001965384799487483,6.281752287577144e-5
ALB,5090,2010,Non-human rights,0,1,1,0.0019463480453748977,6.220907116837062e-5
ARE,5090,2010,Non-human rights,0,1,1,0.0019832246140770423,6.338771806674442e-5
ARG,5090,2010,Non-human rights,0,1,1,0.0019686858305809525,6.292303025340137e-5
AUT,5090,2010,Non-human rights,0,1,1,0.001975003117994316,6.312494305271948e-5
AZE,5090,2010,Non-human rights,0,1,1,0.0019889678237096572,6.35712822230212e-5
BGD,5090,2010,Non-human rights,0,1,1,0.0019801927578663612,6.329081404218893e-5
BGR,5090,2010,Non-human rights,0,1,1,0.002008358662627949,6.41910511698696e-5
BHR,5090,2010,Non-human rights,0,1,1,0.0019661754064357606,6.284279221237775e-5
BLR,5090,2010,Non-human rights,0,1,1,0.0019739661051857635,6.30917981053073e-5
BOL,5090,2010,Non-human rights,0,1,1,0.002004541916346747,6.406906053124608e-5
BRA,5090,2010,Non-human rights,1,1,1,-0.17881389322754976,-0.00571524000351306
BRB,5090,2010,Non-human rights,0,1,1,0.001950874264262843,6.23537379321557e-5
BTN,5090,2010,Non-human rights,0,1,1,0.001910338747666632,6.105814393869055e-5
BWA,5090,2010,Non-human rights,0,1,1,0.0018611511112699868,5.9486011359178835e-5
CAN,5090,2010,Non-human rights,0,1,1,0.0019692717512906945,6.294175741949994e-5
CIV,5090,2010,Non-human rights,0,1,1,0.0018233747396046846,5.82786050070652e-5
COL,5090,2010,Non-human rights,0,1,1,0.001960805314866242,6.267115363549388e-5
COM,5090,2010,Non-human rights,0,1,1,0.0019525574002415963,6.24075342334581e-5
CPV,5090,2010,Non-human rights,0,1,1,0.001985294876359946,6.345388767808417e-5
CRI,5090,2010,Non-human rights,0,1,1,0.0019652375511787787,6.281281653327664e-5
CYP,5090,2010,Non-human rights,0,1,1,0.001975003117994316,6.312494305271948e-5
CZE,5090,2010,Non-human rights,0,1,1,0.001975003117994316,6.312494305271948e-5
DEU,5090,2010,Non-human rights,0,1,1,0.001975003117994316,6.312494305271948e-5
DNK,5090,2010,Non-human rights,0,1,1,0.0019692717512906945,6.294175741949994e-5
DOM,5090,2010,Non-human rights,0,1,1,0.0019812010781094453,6.332304191937235e-5
DZA,5090,2010,Non-human rights,0,1,1,0.001971776140837876,6.302180258302767e-5
ECU,5090,2010,Non-human rights,0,1,1,0.0019667273870361225,6.286043458653229e-5
EGY,5090,2010,Non-human rights,0,1,1,0.001975003117994316,6.312494305271948e-5
ESP,5090,2010,Non-human rights,0,1,1,0.0019793053664469737,6.326245128554114e-5
EST,5090,2010,Non-human rights,0,1,1,0.0019782334182738242,6.322818973589141e-5
FIN,5090,2010,Non-human rights,0,1,1,0.001975003117994316,6.312494305271948e-5
FJI,5090,2010,Non-human rights,0,1,1,0.0019069290001298108,6.0949161771966396e-5
FRA,5090,2010,Non-human rights,0,1,1,0.001975003117994316,6.312494305271948e-5
GAB,5090,2010,Non-human rights,0,1,1,0.0020250555586504623,6.47247164592939e-5
GBR,5090,2010,Non-human rights,0,1,1,0.0019822474670731817,6.335648654695043e-5
GEO,5090,2010,Non-human rights,0,1,1,0.0019635361920160707,6.275843778355233e-5
GHA,5090,2010,Non-human rights,0,1,1,0.001905745493640324,6.0911334601431476e-5
GIN,5090,2010,Non-human rights,0,1,1,0.0019515097371053747,6.237404888084784e-5
GRC,5090,2010,Non-human rights,0,1,1,0.001975776405480561,6.314965882561514e-5
GTM,5090,2010,Non-human rights,0,1,1,0.001967638752537116,6.288956360148232e-5
GUY,5090,2010,Non-human rights,0,1,1,0.001966664920241678,6.285843802622002e-5
HRV,5090,2010,Non-human rights,0,1,1,0.001968537101738425,6.291827659016444e-5
HTI,5090,2010,Non-human rights,0,1,1,0.0019467276257627004,6.2221203296237e-5
HUN,5090,2010,Non-human rights,0,1,1,0.0019779320367470364,6.321855699579987e-5
IND,5090,2010,Non-human rights,0,1,1,0.001975214526392244,6.313170007652288e-5
IRL,5090,2010,Non-human rights,0,1,1,0.001975003117994316,6.312494305271948e-5
ISL,5090,2010,Non-human rights,0,1,1,0.0019692717512906945,6.294175741949994e-5
ISR,5090,2010,Non-human rights,0,1,1,0.001967240340869,6.287682958925105e-5
ITA,5090,2010,Non-human rights,0,1,1,0.0019732782449726283,6.306981275430365e-5
JAM,5090,2010,Non-human rights,0,1,1,0.001971952206811496,6.302742999417302e-5
JOR,5090,2010,Non-human rights,0,1,1,0.0019790342149968504,6.325378475752822e-5
KEN,5090,2010,Non-human rights,0,1,1,0.0019267400789915443,6.158236240520381e-5
KWT,5090,2010,Non-human rights,0,1,1,0.001952392126657026,6.240225176806903e-5
LBN,5090,2010,Non-human rights,0,1,1,0.00193304864237604,6.178399636758215e-5
LBY,5090,2010,Non-human rights,0,1,1,0.001987443624300387,6.352256584377373e-5
LKA,5090,2010,Non-human rights,0,1,1,0.001986940195116477,6.350647526737116e-5
LTU,5090,2010,Non-human rights,0,1,1,0.001975003117994316,6.312494305271948e-5
LVA,5090,2010,Non-human rights,0,1,1,0.001973633083186004,6.308115407412649e-5
MAR,5090,2010,Non-human rights,0,1,1,0.0019658833462687783,6.283345740108517e-5
MDA,5090,2010,Non-human rights,0,1,1,0.0019433643465696362,6.211370634820777e-5
MDG,5090,2010,Non-human rights,0,1,1,0.0018738211246936774,5.9890969644338344e-5
MDV,5090,2010,Non-human rights,0,1,1,0.0019827010727659997,6.337098466762004e-5
MEX,5090,2010,Non-human rights,0,1,1,0.0019676140454572884,6.288877391513049e-5
MUS,5090,2010,Non-human rights,0,1,1,0.0019811066082330415,6.332002247828193e-5
MWI,5090,2010,Non-human rights,0,1,1,0.001976242320234578,6.31645503678344e-5
NAM,5090,2010,Non-human rights,0,1,1,0.0020557892936496347,6.570702643842462e-5
NGA,5090,2010,Non-human rights,0,1,1,0.001954123876416551,6.245760186040842e-5
NIC,5090,2010,Non-human rights,0,1,1,0.0019350944203259854,6.184938341199348e-5
NLD,5090,2010,Non-human rights,0,1,1,0.0019692717512906945,6.294175741949994e-5
NOR,5090,2010,Non-human rights,0,1,1,0.001970706410232156,6.298761191114843e-5
PAK,5090,2010,Non-human rights,0,1,1,0.0019707251685642238,6.298821146394548e-5
PAN,5090,2010,Non-human rights,0,1,1,0.0019512308641443966,6.236513555832176e-5
PNG,5090,2010,Non-human rights,0,1,1,0.001931763465318089,6.174291960782584e-5
POL,5090,2010,Non-human rights,0,1,1,0.0019723305463840504,6.30395224631694e-5
PRT,5090,2010,Non-human rights,0,1,1,0.001975003117994316,6.312494305271948e-5
PRY,5090,2010,Non-human rights,0,1,1,0.0019708027363811954,6.299069068232465e-5
QAT,5090,2010,Non-human rights,0,1,1,0.0019725352607784003,6.304606553359176e-5
ROU,5090,2010,Non-human rights,0,1,1,0.0019813596796333533,6.332811113271868e-5
SEN,5090,2010,Non-human rights,0,1,1,0.0019680819028604158,6.290372754819574e-5
SGP,5090,2010,Non-human rights,0,1,1,0.001975003117994316,6.312494305271948e-5
SLV,5090,2010,Non-human rights,0,1,1,0.0019506142380425488,6.234542698813808e-5
SVK,5090,2010,Non-human rights,0,1,1,0.0019697570515184873,6.295726855918563e-5
SVN,5090,2010,Non-human rights,0,1,1,0.0019692717512906945,6.294175741949994e-5
SWE,5090,2010,Non-human rights,0,1,1,0.001978198579056113,6.322707620669544e-5
SWZ,5090,2010,Non-human rights,0,1,1,0.002037450219111803,6.512087392793349e-5
TGO,5090,2010,Non-human rights,0,1,1,0.0019117687353833064,6.110384912890455e-5
TTO,5090,2010,Non-human rights,0,1,1,0.0019708110788540156,6.299095732399062e-5
TUN,5090,2010,Non-human rights,0,1,1,0.001989778302262348,6.359718669477517e-5
TUR,5090,2010,Non-human rights,0,1,1,0.0019512299501880067,6.236510634649696e-5
UGA,5090,2010,Non-human rights,0,1,1,0.001931490898059814,6.17342078278292e-5
UKR,5090,2010,Non-human rights,0,1,1,0.001988183698130918,6.354622004359823e-5
VEN,5090,2010,Non-human rights,0,1,1,0.001965384799487483,6.281752287577144e-5
ALB,5091,2010,Non-human rights,0,1,1,0.0019683759785215655,6.29131267786041e-5
ARE,5091,2010,Non-human rights,0,1,1,0.00200525254722371,6.409177367697789e-5
ARG,5091,2010,Non-human rights,0,1,1,0.00199071376372762,6.362708586363484e-5
AUT,5091,2010,Non-human rights,0,1,1,0.001997031051140984,6.382899866295296e-5
AZE,5091,2010,Non-human rights,0,1,1,0.002010995756856325,6.427533783325467e-5
BGD,5091,2010,Non-human rights,0,1,1,0.0020022206910130288,6.39948696524224e-5
BGR,5091,2010,Non-human rights,0,1,1,0.0020303865957746166,6.489510678010308e-5
BHR,5091,2010,Non-human rights,0,1,1,0.0019882033395824286,6.354684782261123e-5
BLR,5091,2010,Non-human rights,0,1,1,0.001995994038332431,6.379585371554077e-5
BRA,5091,2010,Non-human rights,1,1,1,-0.17879186529440305,-0.005714535947902826
BRB,5091,2010,Non-human rights,0,1,1,0.001972902197409511,6.305779354238919e-5
BTN,5091,2010,Non-human rights,0,1,1,0.0019323666808132996,6.176219954892404e-5
BWA,5091,2010,Non-human rights,0,1,1,0.0018831790444166544,6.019006696941231e-5
CAN,5091,2010,Non-human rights,0,1,1,0.001991299684437362,6.364581302973341e-5
CIV,5091,2010,Non-human rights,0,1,1,0.0018454026727513521,5.8982660617298677e-5
COL,5091,2010,Non-human rights,0,1,1,0.00198283324801291,6.337520924572736e-5
COM,5091,2010,Non-human rights,0,1,1,0.001974585333388264,6.311158984369159e-5
CPV,5091,2010,Non-human rights,0,1,1,0.0020073228095066134,6.415794328831764e-5
CRI,5091,2010,Non-human rights,0,1,1,0.0019872654843254467,6.351687214351013e-5
CYP,5091,2010,Non-human rights,0,1,1,0.001997031051140984,6.382899866295296e-5
CZE,5091,2010,Non-human rights,0,1,1,0.001997031051140984,6.382899866295296e-5
DEU,5091,2010,Non-human rights,0,1,1,0.001997031051140984,6.382899866295296e-5
DNK,5091,2010,Non-human rights,0,1,1,0.001991299684437362,6.364581302973341e-5
DOM,5091,2010,Non-human rights,0,1,1,0.0020032290112561133,6.402709752960584e-5
DZA,5091,2010,Non-human rights,0,1,1,0.0019938040739845434,6.372585819326116e-5
ECU,5091,2010,Non-human rights,0,1,1,0.00198875532018279,6.356449019676576e-5
EGY,5091,2010,Non-human rights,0,1,1,0.001997031051140984,6.382899866295296e-5
ESP,5091,2010,Non-human rights,0,1,1,0.0020013332995936417,6.396650689577463e-5
EST,5091,2010,Non-human rights,0,1,1,0.0020002613514204922,6.39322453461249e-5
FIN,5091,2010,Non-human rights,0,1,1,0.001997031051140984,6.382899866295296e-5
FJI,5091,2010,Non-human rights,0,1,1,0.0019289569332764784,6.165321738219987e-5
FRA,5091,2010,Non-human rights,0,1,1,0.001997031051140984,6.382899866295296e-5
GAB,5091,2010,Non-human rights,0,1,1,0.00204708349179713,6.542877206952737e-5
GBR,5091,2010,Non-human rights,0,1,1,0.0020042754002198493,6.40605421571839e-5
GEO,5091,2010,Non-human rights,0,1,1,0.0019855641251627382,6.34624933937858e-5
GHA,5091,2010,Non-human rights,0,1,1,0.0019277734267869916,6.161539021166495e-5
GIN,5091,2010,Non-human rights,0,1,1,0.0019735376702520423,6.307810449108131e-5
GRC,5091,2010,Non-human rights,0,1,1,0.0019978043386272284,6.385371443584863e-5
GTM,5091,2010,Non-human rights,0,1,1,0.0019896666856837842,6.359361921171582e-5
GUY,5091,2010,Non-human rights,0,1,1,0.0019886928533883455,6.356249363645349e-5
HRV,5091,2010,Non-human rights,0,1,1,0.001990565034885093,6.362233220039792e-5
HTI,5091,2010,Non-human rights,0,1,1,0.0019687555589093684,6.292525890647048e-5
HUN,5091,2010,Non-human rights,0,1,1,0.001999959969893704,6.392261260603334e-5
IND,5091,2010,Non-human rights,0,1,1,0.0019972424595389115,6.383575568675635e-5
IRL,5091,2010,Non-human rights,0,1,1,0.001997031051140984,6.382899866295296e-5
ISL,5091,2010,Non-human rights,0,1,1,0.001991299684437362,6.364581302973341e-5
ISR,5091,2010,Non-human rights,0,1,1,0.0019892682740156676,6.358088519948452e-5
ITA,5091,2010,Non-human rights,0,1,1,0.001995306178119296,6.377386836453714e-5
JAM,5091,2010,Non-human rights,0,1,1,0.0019939801399581633,6.373148560440649e-5
JOR,5091,2010,Non-human rights,0,1,1,0.002001062148143518,6.395784036776169e-5
KEN,5091,2010,Non-human rights,0,1,1,0.001948768012138212,6.228641801543728e-5
KWT,5091,2010,Non-human rights,0,1,1,0.0019744200598036934,6.31063073783025e-5
LBN,5091,2010,Non-human rights,0,1,1,0.0019550765755227077,6.248805197781562e-5
LBY,5091,2010,Non-human rights,0,1,1,0.0020094715574470543,6.422662145400718e-5
LKA,5091,2010,Non-human rights,0,1,1,0.0020089681282631448,6.421053087760464e-5
LTU,5091,2010,Non-human rights,0,1,1,0.001997031051140984,6.382899866295296e-5
LVA,5091,2010,Non-human rights,0,1,1,0.0019956610163326715,6.378520968435996e-5
MAR,5091,2010,Non-human rights,0,1,1,0.001987911279415446,6.353751301131865e-5
MDA,5091,2010,Non-human rights,0,1,1,0.0019653922797163038,6.281776195844125e-5
MDG,5091,2010,Non-human rights,0,1,1,0.0018958490578403452,6.059502525457182e-5
MDV,5091,2010,Non-human rights,0,1,1,0.0020047290059126673,6.407504027785351e-5
MEX,5091,2010,Non-human rights,0,1,1,0.0019896419786039564,6.359282952536398e-5
MUS,5091,2010,Non-human rights,0,1,1,0.002003134541379709,6.40240780885154e-5
MWI,5091,2010,Non-human rights,0,1,1,0.0019982702533812456,6.386860597806787e-5
NAM,5091,2010,Non-human rights,0,1,1,0.0020778172267963023,6.641108204865811e-5
NGA,5091,2010,Non-human rights,0,1,1,0.0019761518095632188,6.31616574706419e-5
NIC,5091,2010,Non-human rights,0,1,1,0.0019571223534726534,6.255343902222696e-5
NLD,5091,2010,Non-human rights,0,1,1,0.001991299684437362,6.364581302973341e-5
NOR,5091,2010,Non-human rights,0,1,1,0.001992734343378824,6.369166752138193e-5
PAK,5091,2010,Non-human rights,0,1,1,0.0019927531017108913,6.369226707417895e-5
PAN,5091,2010,Non-human rights,0,1,1,0.001973258797291064,6.306919116855523e-5
PNG,5091,2010,Non-human rights,0,1,1,0.0019537913984647563,6.244697521805929e-5
POL,5091,2010,Non-human rights,0,1,1,0.001994358479530718,6.374357807340287e-5
PRT,5091,2010,Non-human rights,0,1,1,0.001997031051140984,6.382899866295296e-5
PRY,5091,2010,Non-human rights,0,1,1,0.001992830669527863,6.369474629255812e-5
QAT,5091,2010,Non-human rights,0,1,1,0.001994563193925068,6.375012114382523e-5
ROU,5091,2010,Non-human rights,0,1,1,0.002003387612780021,6.403216674295215e-5
SEN,5091,2010,Non-human rights,0,1,1,0.0019901098360070833,6.360778315842921e-5
SGP,5091,2010,Non-human rights,0,1,1,0.001997031051140984,6.382899866295296e-5
SLV,5091,2010,Non-human rights,0,1,1,0.0019726421711892166,6.304948259837157e-5
SVK,5091,2010,Non-human rights,0,1,1,0.001991784984665155,6.36613241694191e-5
SVN,5091,2010,Non-human rights,0,1,1,0.001991299684437362,6.364581302973341e-5
SWE,5091,2010,Non-human rights,0,1,1,0.0020002265122027805,6.393113181692892e-5
SWZ,5091,2010,Non-human rights,0,1,1,0.0020594781522584706,6.582492953816696e-5
TGO,5091,2010,Non-human rights,0,1,1,0.001933796668529974,6.180790473913802e-5
TTO,5091,2010,Non-human rights,0,1,1,0.0019928390120006827,6.369501293422408e-5
TUN,5091,2010,Non-human rights,0,1,1,0.0020118062354090157,6.430124230500864e-5
TUR,5091,2010,Non-human rights,0,1,1,0.0019732578833346745,6.306916195673043e-5
UGA,5091,2010,Non-human rights,0,1,1,0.0019535188312064817,6.243826343806267e-5
UKR,5091,2010,Non-human rights,0,1,1,0.0020102116312775854,6.42502756538317e-5
VEN,5091,2010,Non-human rights,0,1,1,0.0019874127326341504,6.352157848600491e-5
ALB,5092,2010,Non-human rights,0,1,1,0.0019463480453748977,6.220907116837062e-5
ARE,5092,2010,Non-human rights,0,1,1,0.0019832246140770423,6.338771806674442e-5
ARG,5092,2010,Non-human rights,0,1,1,0.0019686858305809525,6.292303025340137e-5
AUT,5092,2010,Non-human rights,0,1,1,0.001975003117994316,6.312494305271948e-5
AZE,5092,2010,Non-human rights,0,1,1,0.0019889678237096572,6.35712822230212e-5
BGD,5092,2010,Non-human rights,0,1,1,0.0019801927578663612,6.329081404218893e-5
BGR,5092,2010,Non-human rights,0,1,1,0.002008358662627949,6.41910511698696e-5
BHR,5092,2010,Non-human rights,0,1,1,0.0019661754064357606,6.284279221237775e-5
BLR,5092,2010,Non-human rights,0,1,1,0.0019739661051857635,6.30917981053073e-5
BOL,5092,2010,Non-human rights,0,1,1,0.002004541916346747,6.406906053124608e-5
BRA,5092,2010,Non-human rights,1,1,1,-0.17881389322754976,-0.00571524000351306
BRB,5092,2010,Non-human rights,0,1,1,0.001950874264262843,6.23537379321557e-5
BTN,5092,2010,Non-human rights,0,1,1,0.001910338747666632,6.105814393869055e-5
BWA,5092,2010,Non-human rights,0,1,1,0.0018611511112699868,5.9486011359178835e-5
CAN,5092,2010,Non-human rights,0,1,1,0.0019692717512906945,6.294175741949994e-5
CIV,5092,2010,Non-human rights,0,1,1,0.0018233747396046846,5.82786050070652e-5
COL,5092,2010,Non-human rights,0,1,1,0.001960805314866242,6.267115363549388e-5
COM,5092,2010,Non-human rights,0,1,1,0.0019525574002415963,6.24075342334581e-5
CPV,5092,2010,Non-human rights,0,1,1,0.001985294876359946,6.345388767808417e-5
CRI,5092,2010,Non-human rights,0,1,1,0.0019652375511787787,6.281281653327664e-5
CYP,5092,2010,Non-human rights,0,1,1,0.001975003117994316,6.312494305271948e-5
CZE,5092,2010,Non-human rights,0,1,1,0.001975003117994316,6.312494305271948e-5
DEU,5092,2010,Non-human rights,0,1,1,0.001975003117994316,6.312494305271948e-5
DNK,5092,2010,Non-human rights,0,1,1,0.0019692717512906945,6.294175741949994e-5
DOM,5092,2010,Non-human rights,0,1,1,0.0019812010781094453,6.332304191937235e-5
DZA,5092,2010,Non-human rights,0,1,1,0.001971776140837876,6.302180258302767e-5
ECU,5092,2010,Non-human rights,0,1,1,0.0019667273870361225,6.286043458653229e-5
EGY,5092,2010,Non-human rights,0,1,1,0.001975003117994316,6.312494305271948e-5
ESP,5092,2010,Non-human rights,0,1,1,0.0019793053664469737,6.326245128554114e-5
EST,5092,2010,Non-human rights,0,1,1,0.0019782334182738242,6.322818973589141e-5
FIN,5092,2010,Non-human rights,0,1,1,0.001975003117994316,6.312494305271948e-5
FJI,5092,2010,Non-human rights,0,1,1,0.0019069290001298108,6.0949161771966396e-5
FRA,5092,2010,Non-human rights,0,1,1,0.001975003117994316,6.312494305271948e-5
GAB,5092,2010,Non-human rights,0,1,1,0.0020250555586504623,6.47247164592939e-5
GBR,5092,2010,Non-human rights,0,1,1,0.0019822474670731817,6.335648654695043e-5
GEO,5092,2010,Non-human rights,0,1,1,0.0019635361920160707,6.275843778355233e-5
GHA,5092,2010,Non-human rights,0,1,1,0.001905745493640324,6.0911334601431476e-5
GIN,5092,2010,Non-human rights,0,1,1,0.0019515097371053747,6.237404888084784e-5
GRC,5092,2010,Non-human rights,0,1,1,0.001975776405480561,6.314965882561514e-5
GTM,5092,2010,Non-human rights,0,1,1,0.001967638752537116,6.288956360148232e-5
GUY,5092,2010,Non-human rights,0,1,1,0.001966664920241678,6.285843802622002e-5
HRV,5092,2010,Non-human rights,0,1,1,0.001968537101738425,6.291827659016444e-5
HTI,5092,2010,Non-human rights,0,1,1,0.0019467276257627004,6.2221203296237e-5
HUN,5092,2010,Non-human rights,0,1,1,0.0019779320367470364,6.321855699579987e-5
IND,5092,2010,Non-human rights,0,1,1,0.001975214526392244,6.313170007652288e-5
IRL,5092,2010,Non-human rights,0,1,1,0.001975003117994316,6.312494305271948e-5
ISL,5092,2010,Non-human rights,0,1,1,0.0019692717512906945,6.294175741949994e-5
ISR,5092,2010,Non-human rights,0,1,1,0.001967240340869,6.287682958925105e-5
ITA,5092,2010,Non-human rights,0,1,1,0.0019732782449726283,6.306981275430365e-5
JAM,5092,2010,Non-human rights,0,1,1,0.001971952206811496,6.302742999417302e-5
JOR,5092,2010,Non-human rights,0,1,1,0.0019790342149968504,6.325378475752822e-5
KEN,5092,2010,Non-human rights,0,1,1,0.0019267400789915443,6.158236240520381e-5
KWT,5092,2010,Non-human rights,0,1,1,0.001952392126657026,6.240225176806903e-5
LBN,5092,2010,Non-human rights,0,1,1,0.00193304864237604,6.178399636758215e-5
LBY,5092,2010,Non-human rights,0,1,1,0.001987443624300387,6.352256584377373e-5
LKA,5092,2010,Non-human rights,0,1,1,0.001986940195116477,6.350647526737116e-5
LTU,5092,2010,Non-human rights,0,1,1,0.001975003117994316,6.312494305271948e-5
LVA,5092,2010,Non-human rights,0,1,1,0.001973633083186004,6.308115407412649e-5
